symbol,area,owning_interface,task,occurrences,files,note
SDL_GetTrayEntryChecked,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_GetTrayEntryEnabled,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_HINT_ANDROID_TRAP_BACK_BUTTON,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,SDL hint (becomes CNA configuration)
SDL_HasClipboardText,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,clipboard
SDL_InsertTrayEntryAt,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_Locale,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,locale
SDL_MESSAGEBOX_ERROR,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_MESSAGEBOX_WARNING,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_MessageBoxData,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_MessageBoxFlags,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_OpenCamera,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,camera
SDL_OpenURL,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,URL launcher
SDL_ReleaseCameraFrame,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,camera
SDL_SetClipboardText,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,clipboard
SDL_SetHint,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,SDL hint (becomes CNA configuration)
SDL_SetTrayEntryCallback,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_SetTrayEntryChecked,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_SetTrayEntryEnabled,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_SetTrayEntryLabel,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_SetTrayTooltip,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_ShowMessageBox,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_ShowOpenFileDialog,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,file dialog
SDL_ShowOpenFolderDialog,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,file dialog
SDL_ShowSaveFileDialog,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,file dialog
SDL_ShowSimpleMessageBox,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,message box
SDL_TRAYENTRY_BUTTON,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_TRAYENTRY_CHECKBOX,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_TRAYENTRY_CHECKED,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_TRAYENTRY_DISABLED,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_Tray,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_TrayEntryFlags,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_TrayMenu,system-service,IPlatformDialogs/Clipboard/Tray/Camera/Power/Locale/SystemInfo/UrlLauncher,PLAT-25/PLAT-100..107,1,1,tray
SDL_Delay,timing,IPlatform timing,PLAT-39,7,5,timing
SDL_GetTicks,timing,IPlatform timing,PLAT-39,3,2,timing
SDL_GetTicksNS,timing,IPlatform timing,PLAT-39,2,1,timing
SDL_GetPerformanceCounter,timing,IPlatform timing,PLAT-39,1,1,timing
SDL_GetPerformanceFrequency,timing,IPlatform timing,PLAT-39,1,1,timing
SDL_Window,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,239,98,window management
SDL_CreateWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,79,39,window management
SDL_DestroyWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,78,38,window management
SDL_GetWindowID,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,62,25,window management
SDL_SetWindowSize,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,51,34,window management
SDL_SyncWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,36,16,window management
SDL_WINDOW_HIDDEN,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,33,29,window flag
SDL_GetWindowSize,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,22,19,window management
SDL_GetWindowSizeInPixels,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,13,8,window management
SDL_WINDOW_OPENGL,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,12,11,window flag
SDL_GetWindowFromID,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,11,6,window management
SDL_SetWindowFullscreen,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,11,5,window management
SDL_GetWindowFlags,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,7,1,window management
SDL_ShowWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,6,6,window management
SDL_WINDOW_RESIZABLE,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,6,6,window flag
SDL_MinimizeWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,4,4,window management
SDL_RestoreWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,4,4,window management
SDL_WindowID,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,4,3,window management
SDL_GetWindowPixelDensity,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,3,3,window management
SDL_HideWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,3,3,window management
SDL_WINDOW_BORDERLESS,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,3,3,window flag
SDL_WINDOW_HIGH_PIXEL_DENSITY,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,3,3,window flag
SDL_WindowFlags,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,3,3,window management
SDL_GetWindowDisplayScale,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,2,window management
SDL_GetWindowFullscreenMode,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,1,window management
SDL_GetWindowPosition,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,1,window management
SDL_SetWindowFullscreenMode,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,1,window management
SDL_WINDOW_FULLSCREEN,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,1,window flag
SDL_WINDOW_VULKAN,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,2,2,window flag
SDL_GetWindowSafeArea,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_GetWindowTitle,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_MaximizeWindow,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowBordered,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowMaximumSize,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowMinimumSize,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowPosition,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowRelativeMouseMode,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowResizable,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_SetWindowTitle,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window management
SDL_WINDOW_INPUT_FOCUS,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window flag
SDL_WINDOW_METAL,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window flag
SDL_WINDOW_MINIMIZED,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,window flag
SDL_video,window,IPlatformWindow,PLAT-18/PLAT-30/PLAT-31,1,1,SDL header include
